sample,found,gene_id,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded,unstranded_count,stranded_first,stranded_second
e065cd2d-aecb-4c38-ae7e-70ec3da7430f,True,ENSG00000133019.12,0.0958,0.032,0.033,20,13,8
90b8a6ce-af5d-48ec-8d64-6642b0882598,True,ENSG00000133019.12,21.227,6.9131,7.5531,1749,66,1766
8936f86b-336c-4f7e-b5f5-7006c4ac19b7,True,ENSG00000133019.12,5.5935,1.4196,1.2705,1023,525,500
b4de06a8-883b-4d02-afc6-d926c588c4ee,True,ENSG00000133019.12,0.3759,0.1065,0.1025,52,26,27
dfc3bc40-b667-4f75-a932-4074c0b0c408,True,ENSG00000133019.12,0.0258,0.0101,0.0109,5,4,1
9c91197a-5784-4e76-a94a-ed53ad3f02fc,True,ENSG00000133019.12,1.188,0.4293,0.5234,287,150,142
90bb68a5-2311-4e19-80d4-35bf447456cd,True,ENSG00000133019.12,3.5255,1.4968,1.3987,1166,8,1174
d396a727-e500-412a-86c7-35a3350b2353,True,ENSG00000133019.12,3.6814,1.8505,1.7578,1448,2,1454
901c6ff1-19bf-48d8-894d-766f1995a916,True,ENSG00000133019.12,0.9498,0.2929,0.2793,298,150,149
0cb4425b-6b54-44ef-8594-f91b3b13d403,True,ENSG00000133019.12,4.56,1.3079,1.2153,1468,786,687
51a41e15-b4aa-414d-97df-5ea3b2311a8f,True,ENSG00000133019.12,0.2129,0.0662,0.0687,65,36,29
b7a15790-9999-4fd2-b327-9584e1445c1f,True,ENSG00000133019.12,4.5966,2.6182,2.4029,2116,1,2130
b41c1914-0771-4d0a-b56e-41f712e65bf9,True,ENSG00000133019.12,13.7284,3.7565,3.7904,2365,1173,1200
68917e07-a850-4ebb-9ae8-9044cccd023c,True,ENSG00000133019.12,4.9187,1.41,1.3669,946,466,480
74b6cce1-6a5b-4f86-8f41-d842106bfe8f,True,ENSG00000133019.12,0.0454,0.0161,0.017,15,10,10
39cc4b89-1b55-4683-b942-f3c11111a052,True,ENSG00000133019.12,5.8056,1.9971,1.9686,1496,752,759
4b4d9eb1-5ceb-49e5-8ff2-d24ab8d60356,True,ENSG00000133019.12,5.8233,4.5405,4.3775,2743,0,2747
09e969eb-37d0-4502-ad3f-5856b6ad8f43,True,ENSG00000133019.12,0.7414,0.2551,0.273,159,95,64
5aa8c49f-b2e7-407a-bfa1-aaff68614f65,True,ENSG00000133019.12,5.5154,1.7177,1.7737,1009,517,495
76cc364e-8214-4a17-8083-9ea80e74c400,True,ENSG00000133019.12,0.0429,0.0121,0.0124,10,4,7
44eeae34-4bf4-47d8-aae4-b8916f80bb42,True,ENSG00000133019.12,5.8011,3.0452,2.8007,2471,1,2503
3d4b05f4-cce7-4dcf-a17e-6172cb81febb,True,ENSG00000133019.12,7.6683,2.6222,2.6626,1300,657,645
aa43daad-64f6-4543-b458-a60d4ba7dcf5,True,ENSG00000133019.12,3.2613,1.1998,1.348,332,186,149
ea47f0f6-aad1-4149-afb6-2026f64935f5,True,ENSG00000133019.12,0.0088,0.0029,0.0029,3,1,2
f36b3cb3-b632-43c6-a6e3-c325c9e7026f,True,ENSG00000133019.12,0.2384,0.0757,0.0618,3,0,3
4b88ba3b-6b4b-42b4-a64d-d45358cef26d,True,ENSG00000133019.12,3.3536,1.1333,1.2725,773,386,390
81ddd54e-ce35-4a15-ba5c-a58b5cac12ff,True,ENSG00000133019.12,4.7531,1.2124,1.1061,861,438,425
1630f3a7-898d-43ee-93ad-b9486024d323,True,ENSG00000133019.12,1.477,0.3984,0.3726,159,84,75
3cd897bd-893e-4497-b9a5-56141816cff4,True,ENSG00000133019.12,0.1208,0.0354,0.0403,13,5,8
58390e08-43b2-4517-b57c-ff899594e55a,True,ENSG00000133019.12,0.4401,0.1493,0.153,85,48,41
3bd5dd10-0de9-495a-a94a-c57ecd63c097,True,ENSG00000133019.12,4.9397,1.4257,1.5185,1231,633,602
aabb1f03-8a4e-4d38-b09e-d9b56b5b921c,True,ENSG00000133019.12,0.1296,0.0417,0.042,43,32,17
4781cfea-da20-42ff-aefe-2eaa168f9e34,True,ENSG00000133019.12,4.7791,1.6879,1.6713,1043,530,515
b3dce386-e928-4c00-9244-152e116a86a5,True,ENSG00000133019.12,3.3933,1.4362,1.3532,942,0,946
5bd14c65-859a-4e3c-ba5b-225ecb2a8f56,True,ENSG00000133019.12,0.0963,0.038,0.0401,20,9,12
07355e77-912a-458c-abb0-01533f5d4a9e,True,ENSG00000133019.12,0.2602,0.1368,0.1777,93,49,45
b4abde15-98d3-4e78-9170-6c372de5c0f3,True,ENSG00000133019.12,2.2344,0.6082,0.6346,492,266,227
b4881576-f6a5-4ed0-a4a4-227f4bb73d7c,True,ENSG00000133019.12,0.1932,0.0531,0.0528,34,17,17
543dd4ba-033b-49ea-bde6-b14dc8fb2913,True,ENSG00000133019.12,2.6703,1.0173,0.9926,280,145,135
1f2028e7-ec61-4fe1-b8bc-26e909957068,True,ENSG00000133019.12,0.0207,0.0069,0.0079,6,2,4
74eabb02-90e8-4fa9-a6c6-ef82e8514e25,True,ENSG00000133019.12,1.5221,0.5861,0.6964,76,39,37
e6629c88-a050-41ed-afe7-e74255f4d3b1,True,ENSG00000133019.12,0.0468,0.0131,0.013,7,4,3
74e5163f-20ef-4858-8cfd-b28a00b933d1,True,ENSG00000133019.12,0.5561,0.1945,0.2016,128,61,68
892294a6-6b94-4284-bae3-9eb0bdc853f6,True,ENSG00000133019.12,0.0267,0.0073,0.0075,5,3,3
9d155818-9683-4142-8808-2512e111f15a,True,ENSG00000133019.12,2.7687,1.6139,1.6122,1369,7,1363
5302caac-c374-4f48-9f94-9613cc7f7a94,True,ENSG00000133019.12,4.5787,1.6473,1.7264,483,230,255
7189b5ed-8bd7-4cb8-97d1-0b66f829f97c,True,ENSG00000133019.12,6.5811,2.7995,2.5841,1977,0,1992
becb812a-90b7-4b6f-ad39-5a0b7179b523,True,ENSG00000133019.12,2.8149,1.01,1.0355,628,311,317
fc09d3be-0201-4838-abec-c08e3a568b9d,True,ENSG00000133019.12,4.4496,1.7156,1.5456,1331,4,1333
07c46064-9fb9-4aad-9289-187d156c9d27,True,ENSG00000133019.12,0.9654,0.4988,0.4819,571,1,583
eeacf4ac-09cf-41a8-8066-c38a173e61b4,True,ENSG00000133019.12,0.1455,0.0442,0.0441,27,18,11
db9bab18-a465-445f-a4fd-dc90faa1da6d,True,ENSG00000133019.12,3.8443,1.3242,1.2725,809,370,440
03277451-4bc3-4c62-947a-0951276ee8e9,True,ENSG00000133019.12,0.2716,0.0914,0.091,56,34,22
9a3e22cb-36b6-43ae-8f5c-b991f32c4732,True,ENSG00000133019.12,0.3697,0.2231,0.2307,139,0,139
c69e8ef1-57a7-439a-9b05-66f14b019322,True,ENSG00000133019.12,3.1731,0.8724,0.8516,834,430,417
0d9f45b0-f107-46cf-8683-8d9cbb93a8bf,True,ENSG00000133019.12,0.1324,0.0639,0.0798,56,35,22
5916b276-8e9d-41e6-8c41-3030c48cbdce,True,ENSG00000133019.12,0.0636,0.0199,0.0187,17,11,6
bab2f26d-e9ef-4faa-b834-b3025764ab2d,True,ENSG00000133019.12,0.6591,0.1905,0.2096,192,98,94
1bd9d725-c5b5-46cf-b3c7-8a36bf0b2bcf,True,ENSG00000133019.12,7.1682,2.5913,2.6647,879,444,435
33506269-8eac-4273-8ea5-0d8a4d82d329,True,ENSG00000133019.12,0.702,0.2192,0.197,81,3,81
1c091fe9-f2ca-478c-95be-b924f30c4c75,True,ENSG00000133019.12,2.2351,0.7385,0.8317,408,212,199
2831af62-6269-4f8c-b142-f8ff2c6f897d,True,ENSG00000133019.12,0.6037,0.2314,0.2678,76,41,35
a4af6581-9fa8-4520-a639-f9340c6a1e36,True,ENSG00000133019.12,0.0193,0.0069,0.0071,5,2,3
54bbc769-1001-4bdc-991a-e1ef0b969aef,True,ENSG00000133019.12,5.7396,1.6249,1.6355,1305,5,1331
39e3635b-9eda-44d0-96d4-164b8df4759e,True,ENSG00000133019.12,6.5461,2.4999,2.6689,1048,528,523
1cb8f903-423c-47ff-ba6c-b3838a75cd22,True,ENSG00000133019.12,2.5455,0.7667,0.8428,283,141,142
22085d53-b816-4c33-b1ef-6f199775f39c,True,ENSG00000133019.12,2.0182,0.5706,0.5571,369,190,180
72d9c332-92e3-4f9c-899d-1de9969b1bd6,True,ENSG00000133019.12,0.0454,0.0126,0.0132,14,4,12
b5df8e57-5822-4192-a4a4-398d11e9d968,True,ENSG00000133019.12,0.0607,0.0194,0.0204,11,7,5
7a3f27a9-476d-43e2-abb8-db402f80dfcf,True,ENSG00000133019.12,1.8179,0.5827,0.5626,294,167,127
245c9ca4-50f5-4855-8a44-5bde3f482b8b,True,ENSG00000133019.12,12.99,3.8294,3.7052,2709,1335,1378
f93cc1fb-b3d9-4b1e-94bf-54e40b505b34,True,ENSG00000133019.12,0.1638,0.0481,0.046,27,9,18
cab65bb2-c00e-49b0-a7da-1096939debef,True,ENSG00000133019.12,0.1342,0.0415,0.0387,36,16,22
2bdfdcec-cb7d-4e83-9257-f2c851a6a469,True,ENSG00000133019.12,1.9655,2.504,2.3272,1171,3,1172
0d880932-47ab-4b88-b00e-6921d2be5936,True,ENSG00000133019.12,2.4638,0.7408,0.8239,412,204,210
169b5555-f64c-4bbd-9c07-af0c42ddb6aa,True,ENSG00000133019.12,2.5811,0.9411,0.9287,488,240,248
7653fe28-b91f-4fa5-9c34-8b8c3030faeb,True,ENSG00000133019.12,1.4859,0.4147,0.3942,321,157,165
a2fc40c6-a139-4669-b062-09b11b342088,True,ENSG00000133019.12,2.8056,0.8868,0.889,558,271,291
47b78d42-09f6-4191-a62f-8671c69f29a7,True,ENSG00000133019.12,0.5334,0.1599,0.1474,67,27,43
1ab15a98-a3ed-497c-9252-a6589dec4260,True,ENSG00000133019.12,1.0561,0.3393,0.3529,211,114,97
a4e993e8-cfc0-431e-8f7b-4d58b364061e,True,ENSG00000133019.12,0.0143,0.0076,0.0069,5,0,5
5de95bee-c987-47a2-a375-5cc5458f22fd,True,ENSG00000133019.12,2.9438,0.7702,0.7059,481,234,247
1dba29d2-d9fc-41e2-8bbb-74e5573775b0,True,ENSG00000133019.12,5.8334,2.041,2.1055,538,270,269
b8ef3888-aa28-4590-a2d8-d16943b247b5,True,ENSG00000133019.12,6.1806,1.6944,1.8015,956,464,494
f152c7d0-14ce-403b-b3e3-163bf3e08507,True,ENSG00000133019.12,2.0959,0.6628,0.6714,431,202,229
e8890508-2f98-460e-91f6-b03e3e213823,True,ENSG00000133019.12,1.126,0.3505,0.3317,240,126,119
03fc636b-9e3d-42ea-88cf-8081539a9859,True,ENSG00000133019.12,0.7409,0.2032,0.2167,154,89,65
1d8df3eb-b059-47f7-b3fa-f4eb3f568423,True,ENSG00000133019.12,0.0973,0.0291,0.0284,15,10,6
a8391733-18a4-4720-9912-d060ef58d745,True,ENSG00000133019.12,3.9338,1.2245,1.1775,639,333,307
ed3bcbbc-0f04-415f-a083-e34cefa9e310,True,ENSG00000133019.12,0.1449,0.0449,0.0423,19,13,7
57b8b640-efcf-426f-bc01-82c4c58ff02c,True,ENSG00000133019.12,1.9086,0.5556,0.5447,398,190,211
d00354a6-0cdd-42c0-8d0c-1f87f4fdc843,True,ENSG00000133019.12,0.1167,0.0361,0.038,20,10,12
13624e34-f4d6-43d0-8fea-36dc5b731f2a,True,ENSG00000133019.12,0.3376,0.1028,0.1025,53,34,21
a88ed7cf-0ddf-4040-b542-3510dff18c7d,True,ENSG00000133019.12,7.8445,2.9721,2.704,2496,2,2528
57824d48-ad20-4ed1-a5d4-e458e9a75b46,True,ENSG00000133019.12,3.4586,1.1812,1.2056,731,355,377
ec9db2fa-3020-45a0-8400-1fa607fdbf05,True,ENSG00000133019.12,1.4101,0.4482,0.4571,246,112,135
822091c7-86c2-4315-b6bb-d022149296d5,True,ENSG00000133019.12,4.5835,1.3455,1.3263,1108,528,580
6f4576f3-571b-4e51-85d1-78ffeb174303,True,ENSG00000133019.12,1.5034,0.6573,0.706,492,279,219
1c98c99d-80ae-4fcc-9197-d1a2b7d8ac96,True,ENSG00000133019.12,7.3594,2.3534,2.0977,1837,1,1865
cefe943b-5892-4254-a884-bb5414b0194c,True,ENSG00000133019.12,0.1072,0.0431,0.0404,31,0,31
e1638627-67cc-44f9-9a79-6748968a06af,True,ENSG00000133019.12,0.2891,0.0877,0.0934,38,23,15
2d10fd52-8ff4-4f78-a674-6388d34f3e12,True,ENSG00000133019.12,0.6234,0.2801,0.2807,235,0,235
2c4ef6db-ff34-4258-a531-32345845832c,True,ENSG00000133019.12,1.3995,0.8645,0.775,646,1,650
4006124f-a213-4d56-843f-0764b5f4a89b,True,ENSG00000133019.12,12.2864,9.1294,8.9475,5438,1,5456
e8c55bee-e33c-4d7c-b100-65e3413bea12,True,ENSG00000133019.12,4.7536,1.3822,1.2759,895,447,450
1b1f27c1-950f-49a9-95b9-5104d433ad3e,True,ENSG00000133019.12,4.5048,1.4678,1.4613,435,219,216
f7c8bdd7-48f6-4ecd-a4ae-78ffcb2fb28d,True,ENSG00000133019.12,0.0158,0.0047,0.0047,2,0,2
cd10bd5e-b75b-4d47-a103-9c259dcf1a19,True,ENSG00000133019.12,5.9447,2.8746,2.6857,1029,4,1035
87ce045c-22b9-4f8d-909d-ae1878e07e70,True,ENSG00000133019.12,1.2935,1.3884,1.3871,634,0,634
4167d62e-8d12-4cba-9198-157975a8ea25,True,ENSG00000133019.12,1.133,0.4636,0.536,130,73,57
c741f3fd-133d-470c-8021-cd3432c61ad0,True,ENSG00000133019.12,0.1484,0.0559,0.0556,37,4,37
cc481383-4ebf-410c-8dd7-ef0b117bd035,True,ENSG00000133019.12,0.5741,0.1718,0.1601,129,62,67
1cd41b2d-6f24-4478-851a-5e20e456173d,True,ENSG00000133019.12,0.0072,0.0038,0.0056,3,1,2
9790bcec-796f-4ca9-ab62-b40b69d3a222,True,ENSG00000133019.12,1.1123,0.3564,0.377,274,133,144
82aa9226-61c4-4cd7-9138-5199e7c85e6a,True,ENSG00000133019.12,1.6479,0.593,0.5865,169,79,90
72f34773-218d-41e0-93dc-7aae1ed50cee,True,ENSG00000133019.12,1.4247,0.4791,0.4233,351,6,347
21b76e1c-1129-4c97-8c87-a7fc5d251e5f,True,ENSG00000133019.12,2.5977,1.031,1.0772,994,513,483
c140ee8e-c45f-47fb-b214-c3c8cdde972e,True,ENSG00000133019.12,0.3777,0.0976,0.1043,66,31,35
38cc1ced-6874-4aed-ab73-8c6344564cd6,True,ENSG00000133019.12,0.1675,0.0503,0.05,25,13,12
4b2e6f07-59e6-47c0-85ea-1e73f3354a01,True,ENSG00000133019.12,0.021,0.0075,0.007,4,3,3
cb6a3198-2662-4150-bee9-51b692968209,True,ENSG00000133019.12,0.0193,0.0097,0.012,4,1,3
228b425f-ddc8-46e4-b246-41f4389b7a97,True,ENSG00000133019.12,1.9928,0.6744,0.6421,424,199,229
99574ba2-7ddc-4626-9480-d23745b14273,True,ENSG00000133019.12,4.2104,1.5158,1.6743,408,209,199
bfecde55-3ed3-4977-899b-d7c22b6df15b,True,ENSG00000133019.12,0.3779,0.147,0.1497,78,42,38
895ca581-915e-4057-b66a-dc2d5213d7e4,True,ENSG00000133019.12,0.0355,0.0125,0.0124,6,4,7
2279f129-d06d-43f7-9f16-6e8d3a4feb56,True,ENSG00000133019.12,0.0061,0.0025,0.0032,2,0,2
89cbbe72-9061-41dc-ab10-d05112727eb5,True,ENSG00000133019.12,0.5876,0.2435,0.2854,139,78,63
9fa569e3-0c99-4fbb-b01a-e5e8e8115954,True,ENSG00000133019.12,0.0108,0.0036,0.004,2,0,2
d3e953a0-3907-4c8d-bcf7-27767ef1e2d5,True,ENSG00000133019.12,1.9716,0.7589,0.8707,414,200,217
bb68c3db-3157-4e95-af5f-f7a7a38e40e1,True,ENSG00000133019.12,2.5852,0.7762,0.7529,453,234,221
04778fc1-a821-4029-a383-d88e711f3bee,True,ENSG00000133019.12,5.912,1.942,2.0994,1456,746,712
097c2575-7a0d-4d3e-ad4e-00926dcfe44a,True,ENSG00000133019.12,0.1895,0.0587,0.0603,58,29,31
f22b9830-6c68-4680-91d8-ed37f042ca4e,True,ENSG00000133019.12,3.3787,1.1829,1.2373,792,427,369
3ca2ec6c-4134-4595-9c5e-68c886d3aa1c,True,ENSG00000133019.12,0.4292,0.1553,0.1632,85,40,46
74fdc082-daf5-4254-99a4-56974d59e457,True,ENSG00000133019.12,0.6705,0.2867,0.3411,52,31,21
0da1dde2-3a7d-43a1-81a4-0c9b12efcfa9,True,ENSG00000133019.12,19.8846,7.9007,7.633,6616,2,6668
831c4d7d-ade6-4bc7-b03a-011a16b42f47,True,ENSG00000133019.12,1.5641,0.4962,0.4959,365,181,187
bef5f052-9d4c-47a8-82be-3a1bfb991448,True,ENSG00000133019.12,0.7368,0.3169,0.3115,75,39,37
028cf419-71ca-4bcd-9f45-3c1c394f1f17,True,ENSG00000133019.12,3.2474,0.9793,0.9371,779,383,399
0a41ee42-3997-4fde-8928-c005b34bc0d9,True,ENSG00000133019.12,1.5169,0.5321,0.5514,477,283,240
bae501f3-c0ba-4646-8027-0623869176f4,True,ENSG00000133019.12,0.0466,0.0159,0.0159,8,6,5
16b32013-0291-458e-b637-f73ccbaee84f,True,ENSG00000133019.12,0.4647,0.1275,0.1283,84,41,43
ffc0e668-4fc8-4278-abcd-67f7b57839c9,True,ENSG00000133019.12,4.8213,1.2489,1.1644,666,354,318
20ccfe17-ec2c-433f-a87c-07018a3a7522,True,ENSG00000133019.12,0.9418,0.2769,0.263,169,75,95
11fb2ab9-4116-4cea-95f9-0c0ca111cc2f,True,ENSG00000133019.12,5.0916,1.7309,1.675,384,158,227
b33612a7-64eb-4a55-8460-6a562c880c55,True,ENSG00000133019.12,7.262,3.0565,3.3607,2288,1179,1114
fc84a25f-3de3-4ae1-b918-e62a1a685428,True,ENSG00000133019.12,2.204,0.7809,0.8657,806,437,373
fc757476-1d31-470b-b648-79608b201bdc,True,ENSG00000133019.12,0.1815,0.0686,0.0654,28,18,14
4350b4e7-6a37-43d8-8eaa-b5f4846e943d,True,ENSG00000133019.12,0.9324,0.3578,0.3784,320,23,299
d863d32c-ed50-4644-9ee1-7464bd79e1e0,True,ENSG00000133019.12,0.0212,0.0083,0.0075,5,1,4
edab0ea1-ba72-441c-b35d-081dbfb58661,True,ENSG00000133019.12,0.4859,0.1347,0.1308,91,39,52
a8f23a47-08cd-4ebd-835b-4ca4b86fe6ff,True,ENSG00000133019.12,4.6794,1.6716,1.6906,924,434,491
58508378-0fc5-45f9-bf10-1cb171c3e662,True,ENSG00000133019.12,0.4424,0.1236,0.1059,118,65,54
e17426a8-cf69-4ed4-b54e-cc33cbadf095,True,ENSG00000133019.12,0.0393,0.0132,0.0162,6,4,2
e8da0b02-8b75-4a85-b91a-6f8d1582a95c,True,ENSG00000133019.12,0.2137,0.1004,0.1007,60,0,60
69ccf4e3-15a5-4e1d-91af-402100e85349,True,ENSG00000133019.12,1.0039,0.3359,0.3413,291,157,138
b7ee9c20-cf93-4c93-be18-623a05620ebb,True,ENSG00000133019.12,0.3444,0.1581,0.1967,95,47,49
77819b24-ea90-427b-8a99-c9a90417c903,True,ENSG00000133019.12,0.1418,0.0501,0.0517,58,28,34
60d81796-e5cb-4166-ad2e-32ce787268f2,True,ENSG00000133019.12,0.5369,0.5369,0.5425,260,1,261
93c4cd53-899b-421f-9bf4-360f8010aab4,True,ENSG00000133019.12,0.1133,0.0348,0.0335,21,13,8
6a94fd13-1867-4fc2-aa6d-c0ad48ac4390,True,ENSG00000133019.12,0.8507,0.2749,0.2827,60,27,33
b14bcc5f-6c85-465b-9d01-04acd13d77bd,True,ENSG00000133019.12,0.1598,0.0456,0.044,31,18,13
be636d1c-edb1-427b-8c42-cbb8cc819f34,True,ENSG00000133019.12,0.6444,0.2376,0.2537,49,25,24
74bac7fb-444d-480c-8a92-8dc427206c2c,True,ENSG00000133019.12,14.1926,4.0495,3.9297,2259,1115,1146
f9fd3da8-5a2d-4f4d-a91c-4ab3f8666a97,True,ENSG00000133019.12,1.544,0.4796,0.5064,279,124,156
db61f20e-e44a-4992-a9f6-b54fc2dedfb6,True,ENSG00000133019.12,0.0331,0.0126,0.0157,5,2,3
5416b72f-7e75-4fab-a0e0-5396b5bf6cbe,True,ENSG00000133019.12,5.1849,1.4874,1.5132,1035,535,507
f4e3ab79-7ff4-4d67-9b94-527c41f6c98c,True,ENSG00000133019.12,0.5194,0.2542,0.331,157,77,82
63c812a4-c084-4689-876a-a34db611aeef,True,ENSG00000133019.12,0.7966,0.2799,0.3162,209,100,111
2bac85df-4900-41cd-a2ae-e33db7abd9d1,True,ENSG00000133019.12,0.4363,0.1929,0.1625,114,1,113
97541ffe-94e7-4130-9bac-65528de8d6f5,True,ENSG00000133019.12,2.6505,0.8694,0.8904,870,447,429
1a4c524e-8e75-436e-8ccf-cce6ae3d6eb3,True,ENSG00000133019.12,0.8253,0.2347,0.2546,244,116,128
39dc32b6-8c47-4ae9-8c03-8be648d5cbc9,True,ENSG00000133019.12,1.2065,0.8428,0.7563,478,6,475
6bec00ac-81d0-4f29-bb4d-99102992914c,True,ENSG00000133019.12,0.4005,0.1179,0.117,78,39,39
088a7d23-5acc-4db8-8ccb-ca8221b765ac,True,ENSG00000133019.12,3.3397,0.9958,0.9084,839,1,844
f71f1d9c-23e1-445f-80d1-455fae13ca09,True,ENSG00000133019.12,2.341,0.8238,0.8504,233,113,121
960daf2a-8884-43bd-ab4f-06dadf4f8f61,True,ENSG00000133019.12,1.283,0.439,0.4294,328,158,175
254bed99-398d-4c34-a804-67516d257e70,True,ENSG00000133019.12,0.0724,0.0211,0.0215,8,4,5
b8cb5dc2-3a97-4023-bbd8-1bcafbbc6dad,True,ENSG00000133019.12,5.9495,1.9279,1.9027,1170,577,594
79cbd304-58ee-450b-ba8b-7f0a41e5d298,True,ENSG00000133019.12,1.516,0.4079,0.4142,423,223,201
a4c14abb-5b10-41df-9da5-39f1ee194b7c,True,ENSG00000133019.12,0.0966,0.0255,0.024,27,13,16
9f0a9ce9-6258-4a82-84c1-dc017a7eb760,True,ENSG00000133019.12,0.6105,0.1684,0.1702,159,75,86
d6af00a8-d733-4788-aaf4-8522479eba2d,True,ENSG00000133019.12,1.0157,0.365,0.3769,58,24,34
4cedcaf0-2806-4f70-98bd-a3a9053e79a4,True,ENSG00000133019.12,0.5166,0.1889,0.1914,103,52,54
efec9ce7-6478-4af4-9d66-5b554e715bcb,True,ENSG00000133019.12,1.3462,0.437,0.4242,250,107,143
0194feb1-d8be-45e5-9b95-0596090e9ecc,True,ENSG00000133019.12,8.6966,3.2547,3.1546,697,307,391
b4ae8845-cb08-41d4-8a34-9ab77bebe819,True,ENSG00000133019.12,0.0935,0.0287,0.0304,22,13,9
cae1f29a-9b4e-4dcb-a3c1-b4b662a32907,True,ENSG00000133019.12,0.1415,0.0497,0.052,33,21,13
78129339-7b80-4dd6-bd93-2df9eed2bfce,True,ENSG00000133019.12,2.454,0.7731,0.8407,467,222,248
5cd79afa-f5de-4f1a-aa52-d9c7a63c67c8,True,ENSG00000133019.12,0.1404,0.0509,0.0559,47,22,25
ff721df7-5306-47c6-a5ee-e771678decbd,True,ENSG00000133019.12,0.0733,0.0285,0.0328,11,5,6
